id,price
100000,5329125.22
100001,5329125.22
100002,5329125.22
100003,5329125.22
100004,5329125.22
100005,5329125.22
100006,5329125.22
100007,5329125.22
100008,5329125.22
100009,5329125.22
100010,5329125.22
100011,5329125.22
100012,5329125.22
100013,5329125.22
100014,5329125.22
100015,5329125.22
100016,5329125.22
100017,5329125.22
100018,5329125.22
100019,5329125.22
100020,5329125.22
100021,5329125.22
100022,5329125.22
100023,5329125.22
100024,5329125.22
100025,5329125.22
100026,5329125.22
100027,5329125.22
100028,5329125.22
100029,5329125.22
100030,5329125.22
100031,5329125.22
100032,5329125.22
100033,5329125.22
100034,5329125.22
100035,5329125.22
100036,5329125.22
100037,5329125.22
100038,5329125.22
100039,5329125.22
100040,5329125.22
100041,5329125.22
100042,5329125.22
100043,5329125.22
100044,5329125.22
100045,5329125.22
100046,5329125.22
100047,5329125.22
100048,5329125.22
100049,5329125.22
100050,5329125.22
100051,5329125.22
100052,5329125.22
100053,5329125.22
100054,5329125.22
100055,5329125.22
100056,5329125.22
100057,5329125.22
100058,5329125.22
100059,5329125.22
100060,5329125.22
100061,5329125.22
100062,5329125.22
100063,5329125.22
100064,5329125.22
100065,5329125.22
100066,5329125.22
100067,5329125.22
100068,5329125.22
100069,5329125.22
100070,5329125.22
100071,5329125.22
100072,5329125.22
100073,5329125.22
100074,5329125.22
100075,5329125.22
100076,5329125.22
100077,5329125.22
100078,5329125.22
100079,5329125.22
100080,5329125.22
100081,5329125.22
100082,5329125.22
100083,5329125.22
100084,5329125.22
100085,5329125.22
100086,5329125.22
100087,5329125.22
100088,5329125.22
100089,5329125.22
100090,5329125.22
100091,5329125.22
100092,5329125.22
100093,5329125.22
100094,5329125.22
100095,5329125.22
100096,5329125.22
100097,5329125.22
100098,5329125.22
100099,5329125.22
100100,5329125.22
100101,5329125.22
100102,5329125.22
100103,5329125.22
100104,5329125.22
100105,5329125.22
100106,5329125.22
100107,5329125.22
100108,5329125.22
100109,5329125.22
100110,5329125.22
100111,5329125.22
100112,5329125.22
100113,5329125.22
100114,5329125.22
100115,5329125.22
100116,5329125.22
100117,5329125.22
100118,5329125.22
100119,5329125.22
100120,5329125.22
100121,5329125.22
100122,5329125.22
100123,5329125.22
100124,5329125.22
100125,5329125.22
100126,5329125.22
100127,5329125.22
100128,5329125.22
100129,5329125.22
100130,5329125.22
100131,5329125.22
100132,5329125.22
100133,5329125.22
100134,5329125.22
100135,5329125.22
100136,5329125.22
100137,5329125.22
100138,5329125.22
100139,5329125.22
100140,5329125.22
100141,5329125.22
100142,5329125.22
100143,5329125.22
100144,5329125.22
100145,5329125.22
100146,5329125.22
100147,5329125.22
100148,5329125.22
100149,5329125.22
100150,5329125.22
100151,5329125.22
100152,5329125.22
100153,5329125.22
100154,5329125.22
100155,5329125.22
100156,5329125.22
100157,5329125.22
100158,5329125.22
100159,5329125.22
100160,5329125.22
100161,5329125.22
100162,5329125.22
100163,5329125.22
100164,5329125.22
100165,5329125.22
100166,5329125.22
100167,5329125.22
100168,5329125.22
100169,5329125.22
100170,5329125.22
100171,5329125.22
100172,5329125.22
100173,5329125.22
100174,5329125.22
100175,5329125.22
100176,5329125.22
100177,5329125.22
100178,5329125.22
100179,5329125.22
100180,5329125.22
100181,5329125.22
100182,5329125.22
100183,5329125.22
100184,5329125.22
100185,5329125.22
100186,5329125.22
100187,5329125.22
100188,5329125.22
100189,5329125.22
100190,5329125.22
100191,5329125.22
100192,5329125.22
100193,5329125.22
100194,5329125.22
100195,5329125.22
100196,5329125.22
100197,5329125.22
100198,5329125.22
100199,5329125.22
100200,5329125.22
100201,5329125.22
100202,5329125.22
100203,5329125.22
100204,5329125.22
100205,5329125.22
100206,5329125.22
100207,5329125.22
100208,5329125.22
100209,5329125.22
100210,5329125.22
100211,5329125.22
100212,5329125.22
100213,5329125.22
100214,5329125.22
100215,5329125.22
100216,5329125.22
100217,5329125.22
100218,5329125.22
100219,5329125.22
100220,5329125.22
100221,5329125.22
100222,5329125.22
100223,5329125.22
100224,5329125.22
100225,5329125.22
100226,5329125.22
100227,5329125.22
100228,5329125.22
100229,5329125.22
100230,5329125.22
100231,5329125.22
100232,5329125.22
100233,5329125.22
100234,5329125.22
100235,5329125.22
100236,5329125.22
100237,5329125.22
100238,5329125.22
100239,5329125.22
100240,5329125.22
100241,5329125.22
100242,5329125.22
100243,5329125.22
100244,5329125.22
100245,5329125.22
100246,5329125.22
100247,5329125.22
100248,5329125.22
100249,5329125.22
100250,5329125.22
100251,5329125.22
100252,5329125.22
100253,5329125.22
100254,5329125.22
100255,5329125.22
100256,5329125.22
100257,5329125.22
100258,5329125.22
100259,5329125.22
100260,5329125.22
100261,5329125.22
100262,5329125.22
100263,5329125.22
100264,5329125.22
100265,5329125.22
100266,5329125.22
100267,5329125.22
100268,5329125.22
100269,5329125.22
100270,5329125.22
100271,5329125.22
100272,5329125.22
100273,5329125.22
100274,5329125.22
100275,5329125.22
100276,5329125.22
100277,5329125.22
100278,5329125.22
100279,5329125.22
100280,5329125.22
100281,5329125.22
100282,5329125.22
100283,5329125.22
100284,5329125.22
100285,5329125.22
100286,5329125.22
100287,5329125.22
100288,5329125.22
100289,5329125.22
100290,5329125.22
100291,5329125.22
100292,5329125.22
100293,5329125.22
100294,5329125.22
100295,5329125.22
100296,5329125.22
100297,5329125.22
100298,5329125.22
100299,5329125.22
100300,5329125.22
100301,5329125.22
100302,5329125.22
100303,5329125.22
100304,5329125.22
100305,5329125.22
100306,5329125.22
100307,5329125.22
100308,5329125.22
100309,5329125.22
100310,5329125.22
100311,5329125.22
100312,5329125.22
100313,5329125.22
100314,5329125.22
100315,5329125.22
100316,5329125.22
100317,5329125.22
100318,5329125.22
100319,5329125.22
100320,5329125.22
100321,5329125.22
100322,5329125.22
100323,5329125.22
100324,5329125.22
100325,5329125.22
100326,5329125.22
100327,5329125.22
100328,5329125.22
100329,5329125.22
100330,5329125.22
100331,5329125.22
100332,5329125.22
100333,5329125.22
100334,5329125.22
100335,5329125.22
100336,5329125.22
100337,5329125.22
100338,5329125.22
100339,5329125.22
100340,5329125.22
100341,5329125.22
100342,5329125.22
100343,5329125.22
100344,5329125.22
100345,5329125.22
100346,5329125.22
100347,5329125.22
100348,5329125.22
100349,5329125.22
100350,5329125.22
100351,5329125.22
100352,5329125.22
100353,5329125.22
100354,5329125.22
100355,5329125.22
100356,5329125.22
100357,5329125.22
100358,5329125.22
100359,5329125.22
100360,5329125.22
100361,5329125.22
100362,5329125.22
100363,5329125.22
100364,5329125.22
100365,5329125.22
100366,5329125.22
100367,5329125.22
100368,5329125.22
100369,5329125.22
100370,5329125.22
100371,5329125.22
100372,5329125.22
100373,5329125.22
100374,5329125.22
100375,5329125.22
100376,5329125.22
100377,5329125.22
100378,5329125.22
100379,5329125.22
100380,5329125.22
100381,5329125.22
100382,5329125.22
100383,5329125.22
100384,5329125.22
100385,5329125.22
100386,5329125.22
100387,5329125.22
100388,5329125.22
100389,5329125.22
100390,5329125.22
100391,5329125.22
100392,5329125.22
100393,5329125.22
100394,5329125.22
100395,5329125.22
100396,5329125.22
100397,5329125.22
100398,5329125.22
100399,5329125.22
100400,5329125.22
100401,5329125.22
100402,5329125.22
100403,5329125.22
100404,5329125.22
100405,5329125.22
100406,5329125.22
100407,5329125.22
100408,5329125.22
100409,5329125.22
100410,5329125.22
100411,5329125.22
100412,5329125.22
100413,5329125.22
100414,5329125.22
100415,5329125.22
100416,5329125.22
100417,5329125.22
100418,5329125.22
100419,5329125.22
100420,5329125.22
100421,5329125.22
100422,5329125.22
100423,5329125.22
100424,5329125.22
100425,5329125.22
100426,5329125.22
100427,5329125.22
100428,5329125.22
100429,5329125.22
100430,5329125.22
100431,5329125.22
100432,5329125.22
100433,5329125.22
100434,5329125.22
100435,5329125.22
100436,5329125.22
100437,5329125.22
100438,5329125.22
100439,5329125.22
100440,5329125.22
100441,5329125.22
100442,5329125.22
100443,5329125.22
100444,5329125.22
100445,5329125.22
100446,5329125.22
100447,5329125.22
100448,5329125.22
100449,5329125.22
100450,5329125.22
100451,5329125.22
100452,5329125.22
100453,5329125.22
100454,5329125.22
100455,5329125.22
100456,5329125.22
100457,5329125.22
100458,5329125.22
100459,5329125.22
100460,5329125.22
100461,5329125.22
100462,5329125.22
100463,5329125.22
100464,5329125.22
100465,5329125.22
100466,5329125.22
100467,5329125.22
100468,5329125.22
100469,5329125.22
100470,5329125.22
100471,5329125.22
100472,5329125.22
100473,5329125.22
100474,5329125.22
100475,5329125.22
100476,5329125.22
100477,5329125.22
100478,5329125.22
100479,5329125.22
100480,5329125.22
100481,5329125.22
100482,5329125.22
100483,5329125.22
100484,5329125.22
100485,5329125.22
100486,5329125.22
100487,5329125.22
100488,5329125.22
100489,5329125.22
100490,5329125.22
100491,5329125.22
100492,5329125.22
100493,5329125.22
100494,5329125.22
100495,5329125.22
100496,5329125.22
100497,5329125.22
100498,5329125.22
100499,5329125.22
100500,5329125.22
100501,5329125.22
100502,5329125.22
100503,5329125.22
100504,5329125.22
100505,5329125.22
100506,5329125.22
100507,5329125.22
100508,5329125.22
100509,5329125.22
100510,5329125.22
100511,5329125.22
100512,5329125.22
100513,5329125.22
100514,5329125.22
100515,5329125.22
100516,5329125.22
100517,5329125.22
100518,5329125.22
100519,5329125.22
100520,5329125.22
100521,5329125.22
100522,5329125.22
100523,5329125.22
100524,5329125.22
100525,5329125.22
100526,5329125.22
100527,5329125.22
100528,5329125.22
100529,5329125.22
100530,5329125.22
100531,5329125.22
100532,5329125.22
100533,5329125.22
100534,5329125.22
100535,5329125.22
100536,5329125.22
100537,5329125.22
100538,5329125.22
100539,5329125.22
100540,5329125.22
100541,5329125.22
100542,5329125.22
100543,5329125.22
100544,5329125.22
100545,5329125.22
100546,5329125.22
100547,5329125.22
100548,5329125.22
100549,5329125.22
100550,5329125.22
100551,5329125.22
100552,5329125.22
100553,5329125.22
100554,5329125.22
100555,5329125.22
100556,5329125.22
100557,5329125.22
100558,5329125.22
100559,5329125.22
100560,5329125.22
100561,5329125.22
100562,5329125.22
100563,5329125.22
100564,5329125.22
100565,5329125.22
100566,5329125.22
100567,5329125.22
100568,5329125.22
100569,5329125.22
100570,5329125.22
100571,5329125.22
100572,5329125.22
100573,5329125.22
100574,5329125.22
100575,5329125.22
100576,5329125.22
100577,5329125.22
100578,5329125.22
100579,5329125.22
100580,5329125.22
100581,5329125.22
100582,5329125.22
100583,5329125.22
100584,5329125.22
100585,5329125.22
100586,5329125.22
100587,5329125.22
100588,5329125.22
100589,5329125.22
100590,5329125.22
100591,5329125.22
100592,5329125.22
100593,5329125.22
100594,5329125.22
100595,5329125.22
100596,5329125.22
100597,5329125.22
100598,5329125.22
100599,5329125.22
100600,5329125.22
100601,5329125.22
100602,5329125.22
100603,5329125.22
100604,5329125.22
100605,5329125.22
100606,5329125.22
100607,5329125.22
100608,5329125.22
100609,5329125.22
100610,5329125.22
100611,5329125.22
100612,5329125.22
100613,5329125.22
100614,5329125.22
100615,5329125.22
100616,5329125.22
100617,5329125.22
100618,5329125.22
100619,5329125.22
100620,5329125.22
100621,5329125.22
100622,5329125.22
100623,5329125.22
100624,5329125.22
100625,5329125.22
